espTa2O5,espAl2O3,espSiO,Lambda,R
10.0,100.0,60.0,613.49693,11.246907564515233
10.0,100.0,70.0,596.42147,11.069468916854445
10.0,100.0,70.0,604.83871,11.156956034616918
10.0,100.0,70.0,613.49693,11.247176324633795
10.0,100.0,80.0,596.42147,11.070701264524214
10.0,100.0,80.0,604.83871,11.15773361376488
10.0,100.0,80.0,613.49693,11.247484927903386
10.0,100.0,90.0,596.42147,11.072090183108084
10.0,100.0,90.0,604.83871,11.158609985105409
10.0,100.0,90.0,613.49693,11.247832739587631
10.0,100.0,100.0,596.42147,11.073632826596118
10.0,100.0,100.0,604.83871,11.159583352880697
10.0,100.0,100.0,613.49693,11.248219046991187
10.0,100.0,110.0,596.42147,11.075326047382237
10.0,100.0,110.0,604.83871,11.160651731033393
10.0,100.0,110.0,613.49693,11.248643061893484
10.0,100.0,120.0,596.42147,11.077166406963757
10.0,100.0,120.0,604.83871,11.161812949957875
10.0,100.0,120.0,613.49693,11.249103923227432
10.0,100.0,130.0,596.42147,11.07915018757354
10.0,100.0,130.0,604.83871,11.163064663840085
10.0,100.0,130.0,613.49693,11.24960069999281
10.0,100.0,140.0,596.42147,11.081273404689298
10.0,100.0,140.0,604.83871,11.164404358550144
10.0,100.0,140.0,613.49693,11.250132394388604
10.0,100.0,150.0,596.42147,11.083531820361852
10.0,100.0,150.0,604.83871,11.16582936005242
10.0,100.0,150.0,613.49693,11.25069794515073
10.0,100.0,160.0,596.42147,11.085920957299026
10.0,100.0,160.0,604.83871,11.167336843292127
10.0,100.0,160.0,613.49693,11.251296231079046
10.0,100.0,170.0,596.42147,11.088436113640952
10.0,100.0,170.0,604.83871,11.168923841517836
10.0,100.0,170.0,613.49693,11.251926074736915
10.0,100.0,180.0,596.42147,11.091072378357206
10.0,100.0,180.0,604.83871,11.170587255997198
10.0,100.0,180.0,613.49693,11.252586246307587
10.0,100.0,190.0,596.42147,11.093824647196506
10.0,100.0,190.0,604.83871,11.172323866080093
10.0,100.0,190.0,613.49693,11.253275467587734
10.0,100.0,200.0,596.42147,11.096687639115872
10.0,100.0,200.0,604.83871,11.174130339565782
10.0,100.0,200.0,613.49693,11.253992416102136
10.0,110.0,10.0,596.42147,11.067234443835922
10.0,110.0,10.0,604.83871,11.155546141541787
10.0,110.0,10.0,613.49693,11.246616772081458
10.0,110.0,20.0,596.42147,11.067483754654468
10.0,110.0,20.0,604.83871,11.155703449907021
10.0,110.0,20.0,613.49693,11.246679203758564
10.0,110.0,30.0,596.42147,11.067898696180125
10.0,110.0,30.0,604.83871,11.155965266956052
10.0,110.0,30.0,613.49693,11.246783112591947
10.0,110.0,40.0,596.42147,11.06847840494843
10.0,110.0,40.0,604.83871,11.156331047865727
10.0,110.0,40.0,613.49693,11.246928282354554
10.0,110.0,50.0,596.42147,11.069221676303922
10.0,110.0,50.0,604.83871,11.15680003253035
10.0,110.0,50.0,613.49693,11.247114411378309
10.0,110.0,60.0,596.42147,11.070126968571385
10.0,110.0,60.0,604.83871,11.157371248193428
10.0,110.0,60.0,613.49693,11.24734111359906
10.0,110.0,70.0,596.42147,11.07119240838436
10.0,110.0,70.0,604.83871,11.15804351280988
10.0,110.0,70.0,613.49693,11.247607919890534
10.0,110.0,80.0,596.42147,11.072415797144448
10.0,110.0,80.0,604.83871,11.158815439121657
10.0,110.0,80.0,613.49693,11.247914279682083
10.0,110.0,90.0,596.42147,11.073794618580791
10.0,110.0,90.0,604.83871,11.15968543942767
10.0,110.0,90.0,613.49693,11.24825956285166
10.0,110.0,100.0,596.42147,11.075326047373466
10.0,110.0,100.0,604.83871,11.160651731024794
10.0,110.0,100.0,613.49693,11.248643061885147
10.0,110.0,110.0,596.42147,11.077006958798723
10.0,110.0,110.0,604.83871,11.161712342294
10.0,110.0,110.0,613.49693,11.24906399429214
10.0,110.0,120.0,596.42147,11.078833939351238
10.0,110.0,120.0,604.83871,11.16286511940221
10.0,110.0,120.0,613.49693,11.249521505265283
10.0,110.0,130.0,596.42147,11.080803298291075
10.0,110.0,130.0,604.83871,11.164107733588912
10.0,110.0,130.0,613.49693,11.250014670572575
10.0,110.0,140.0,596.42147,11.082911080062694
10.0,110.0,140.0,604.83871,11.165437689001452
10.0,110.0,140.0,613.49693,11.25054249966677
10.0,110.0,150.0,596.42147,11.085153077525874
10.0,110.0,150.0,604.83871,11.166852331043778
10.0,110.0,150.0,613.49693,11.25110393899897
10.0,110.0,160.0,596.42147,11.087524845937452
10.0,110.0,160.0,604.83871,11.168348855198763
10.0,110.0,160.0,613.49693,11.251697875519827
10.0,110.0,170.0,596.42147,11.090021717619052
10.0,110.0,170.0,604.83871,11.169924316282618
10.0,110.0,170.0,613.49693,11.252323140352546
10.0,110.0,180.0,596.42147,11.092638817242428
10.0,110.0,180.0,604.83871,11.171575638089998
10.0,110.0,180.0,613.49693,11.25297851262067
10.0,110.0,190.0,596.42147,11.095371077663167
10.0,110.0,190.0,604.83871,11.173299623384477
10.0,110.0,190.0,613.49693,11.253662723413367
10.0,110.0,200.0,596.42147,11.098213256230347
10.0,110.0,200.0,604.83871,11.175092964189517
10.0,110.0,200.0,613.49693,11.254374459869414
10.0,120.0,10.0,596.42147,11.069139207634725
10.0,120.0,10.0,604.83871,11.156747997824162
10.0,120.0,10.0,613.49693,11.247093761416878
10.0,120.0,20.0,596.42147,11.069386534091219
10.0,120.0,20.0,604.83871,11.156904054111072
10.0,120.0,20.0,613.49693,11.247155696176577
10.0,120.0,30.0,596.42147,11.069798172935602
10.0,120.0,30.0,604.83871,11.157163787256671
10.0,120.0,30.0,613.49693,11.247258777960116
10.0,120.0,40.0,596.42147,11.070373267575967
10.0,120.0,40.0,604.83871,11.157526656774353
10.0,120.0,40.0,613.49693,11.247402792261436
10.0,120.0,50.0,596.42147,11.071110622945008
10.0,120.0,50.0,604.83871,11.15799190860816
10.0,120.0,50.0,613.49693,11.247587439813646
10.0,120.0,60.0,596.42147,11.072008709638505
10.0,120.0,60.0,604.83871,11.15855857774427
10.0,120.0,60.0,613.49693,11.247812337625414
10.0,120.0,70.0,596.42147,11.073065669200872
10.0,120.0,70.0,604.83871,11.159225491546017
10.0,120.0,70.0,613.49693,11.248077020304397
10.0,120.0,80.0,596.42147,11.074279320533071
10.0,120.0,80.0,604.83871,11.159991273797035
10.0,120.0,80.0,613.49693,11.248380941662058
10.0,120.0,90.0,596.42147,11.075647167392283
10.0,120.0,90.0,604.83871,11.160854349433256
10.0,120.0,90.0,613.49693,11.248723476591802
10.0,120.0,100.0,596.42147,11.077166406946377
10.0,120.0,100.0,604.83871,11.161812949941012
10.0,120.0,100.0,613.49693,11.249103923210988
10.0,120.0,110.0,596.42147,11.078833939342632
10.0,120.0,110.0,604.83871,11.162865119393839
10.0,120.0,110.0,613.49693,11.249521505257125
10.0,120.0,120.0,596.42147,11.08064637824492
10.0,120.0,120.0,604.83871,11.16400872110212
10.0,120.0,120.0,613.49693,11.249975374726809
10.0,120.0,130.0,596.42147,11.082600062289504
10.0,120.0,130.0,604.83871,11.165241444840753
10.0,120.0,130.0,613.49693,11.250464614744201
10.0,120.0,140.0,596.42147,11.084691067404648
10.0,120.0,140.0,604.83871,11.16656081462246
10.0,120.0,140.0,613.49693,11.250988242646352
10.0,120.0,150.0,596.42147,11.086915219936257
10.0,120.0,150.0,604.83871,11.167964196980336
10.0,120.0,150.0,613.49693,11.251545213269825
10.0,120.0,160.0,596.42147,11.089268110518816
10.0,120.0,160.0,604.83871,11.16944880971935
10.0,120.0,160.0,613.49693,11.252134422424458
10.0,120.0,170.0,596.42147,11.091745108625666
10.0,120.0,170.0,604.83871,11.171011731097627
10.0,120.0,170.0,613.49693,11.252754710537006
10.0,120.0,180.0,596.42147,11.094341377733292
10.0,120.0,180.0,604.83871,11.172649909394456
10.0,120.0,180.0,613.49693,11.253404866448596
10.0,120.0,190.0,596.42147,11.097051891028542
10.0,120.0,190.0,604.83871,11.174360172821585
10.0,120.0,190.0,613.49693,11.2540836313479
10.0,120.0,200.0,596.42147,11.099871447588965
10.0,120.0,200.0,604.83871,11.176139239731912
10.0,120.0,200.0,613.49693,11.254789702823293
10.0,130.0,10.0,596.42147,11.071192411546331
10.0,130.0,10.0,604.83871,11.158043515975102
10.0,130.0,10.0,613.49693,11.24760792305741
10.0,130.0,20.0,596.42147,11.071437598997727
10.0,130.0,20.0,604.83871,11.158198222608068
10.0,130.0,20.0,613.49693,11.247669322174428
10.0,130.0,30.0,596.42147,11.07184567777959
10.0,130.0,30.0,604.83871,11.158455709449605
10.0,130.0,30.0,613.49693,11.247771512455177
10.0,130.0,40.0,596.42147,11.07241579870839
10.0,130.0,40.0,604.83871,11.158815440687382
10.0,130.0,40.0,613.49693,11.24791428124889
10.0,130.0,50.0,596.42147,11.073146777052477
10.0,130.0,50.0,604.83871,11.159276668787212
10.0,130.0,50.0,613.49693,11.248097331876846
10.0,130.0,60.0,596.42147,11.074037096634594
10.0,130.0,60.0,604.83871,11.159838437080996
10.0,130.0,60.0,613.49693,11.248320284660014
10.0,130.0,70.0,596.42147,11.075084915072013
10.0,130.0,70.0,604.83871,11.16049958307366
10.0,130.0,70.0,613.49693,11.24858267823097
10.0,130.0,80.0,596.42147,11.076288070128964
10.0,130.0,80.0,604.83871,11.161258742451006
10.0,130.0,80.0,613.49693,11.248883971124949
10.0,130.0,90.0,596.42147,11.077644087151537
10.0,130.0,90.0,604.83871,11.162114353771114
10.0,130.0,90.0,613.49693,11.249223543641529
10.0,130.0,100.0,596.42147,11.079150187547752
10.0,130.0,100.0,604.83871,11.163064663814943
10.0,130.0,100.0,613.49693,11.2496006999683
10.0,130.0,110.0,596.42147,11.080803298273997
10.0,130.0,110.0,604.83871,11.16410773357224
10.0,130.0,110.0,613.49693,11.250014670556366
10.0,130.0,120.0,596.42147,11.082600062281012
10.0,130.0,120.0,604.83871,11.165241444832464
10.0,130.0,120.0,613.49693,11.250464614736188
10.0,130.0,130.0,596.42147,11.084536849870386
10.0,130.0,130.0,604.83871,11.1664635073504
10.0,130.0,130.0,613.49693,11.250949623561576
10.0,130.0,140.0,596.42147,11.086609770907696
10.0,130.0,140.0,604.83871,11.16777146655251
10.0,130.0,140.0,613.49693,11.251468722868113
10.0,130.0,150.0,596.42147,11.088814687834775
10.0,130.0,150.0,604.83871,11.169162711747333
10.0,130.0,150.0,613.49693,11.252020876531432
10.0,130.0,160.0,596.42147,11.091147229420518
10.0,130.0,160.0,604.83871,11.170634484801772
10.0,130.0,160.0,613.49693,11.252604989910997
10.0,130.0,170.0,596.42147,11.093602805185402
10.0,130.0,170.0,604.83871,11.172183889242605
10.0,130.0,170.0,613.49693,11.25321991346215
10.0,130.0,180.0,596.42147,11.096176620434745
10.0,130.0,180.0,604.83871,11.173807899742009
10.0,130.0,180.0,613.49693,11.25386444650067
10.0,130.0,190.0,596.42147,11.098863691829738
10.0,130.0,190.0,604.83871,11.17550337194282
10.0,130.0,190.0,613.49693,11.254537341102107
10.0,130.0,200.0,596.42147,11.101658863428165
10.0,130.0,200.0,604.83871,11.177267052579374
10.0,130.0,200.0,613.49693,11.255237306118755
10.0,140.0,10.0,596.42147,11.073389931608649
10.0,140.0,10.0,604.83871,11.159430093881836
10.0,140.0,10.0,613.49693,11.248158224283749
10.0,140.0,20.0,596.42147,11.073632829707675
10.0,140.0,20.0,604.83871,11.159583355995903
10.0,140.0,20.0,613.49693,11.248219050108508
10.0,140.0,30.0,596.42147,11.074037098196502
10.0,140.0,30.0,604.83871,11.15983843864452
10.0,140.0,30.0,613.49693,11.248320286224336
10.0,140.0,40.0,596.42147,11.074601895820198
10.0,140.0,40.0,604.83871,11.160194811018183
10.0,140.0,40.0,613.49693,11.248461721965658
10.0,140.0,50.0,596.42147,11.075326048909199
10.0,140.0,50.0,604.83871,11.160651732562586
10.0,140.0,50.0,613.49693,11.248643063424195
10.0,140.0,60.0,596.42147,11.076208055443116
10.0,140.0,60.0,604.83871,11.161208255542215
10.0,140.0,60.0,613.49693,11.248863934465852
10.0,140.0,70.0,596.42147,11.07724609024178
10.0,140.0,70.0,604.83871,11.161863228316312
10.0,140.0,70.0,613.49693,11.249123878031083
10.0,140.0,80.0,596.42147,11.078438011258468
10.0,140.0,80.0,604.83871,11.162615299309573
10.0,140.0,80.0,613.49693,11.249422357710937
10.0,140.0,90.0,596.42147,11.079781366945548
10.0,140.0,90.0,604.83871,11.163462921659335
10.0,140.0,90.0,613.49693,11.249758759591169
10.0,140.0,100.0,596.42147,11.08127340465521
10.0,140.0,100.0,604.83871,11.164404358516935
10.0,140.0,100.0,613.49693,11.250132394356283
10.0,140.0,110.0,596.42147,11.082911080037311
10.0,140.0,110.0,604.83871,11.165437688976702
10.0,140.0,110.0,613.49693,11.250542499642707
10.0,140.0,120.0,596.42147,11.08469106738786
10.0,140.0,120.0,604.83871,11.166560814606097
10.0,140.0,120.0,613.49693,11.25098824263045
10.0,140.0,130.0,596.42147,11.086609770899349
10.0,140.0,130.0,604.83871,11.16777146654439
10.0,140.0,130.0,613.49693,11.251468722860219
10.0,140.0,140.0,596.42147,11.088663336760233
10.0,140.0,140.0,604.83871,11.169067213136818
10.0,140.0,140.0,613.49693,11.25198297526344
10.0,140.0,150.0,596.42147,11.090847666045454
10.0,140.0,150.0,604.83871,11.170445468068209
10.0,140.0,150.0,613.49693,11.252529973390283
10.0,140.0,160.0,596.42147,11.093158428338612
10.0,140.0,160.0,604.83871,11.171903498958521
10.0,140.0,160.0,613.49693,11.253108632821068
10.0,140.0,170.0,596.42147,11.095591076022282
10.0,140.0,170.0,604.83871,11.173438436379485
10.0,140.0,170.0,613.49693,11.253717814744556
10.0,140.0,180.0,596.42147,11.098140859170426
10.0,140.0,180.0,604.83871,11.175047283251116
10.0,140.0,180.0,613.49693,11.254356329687399
10.0,140.0,190.0,596.42147,11.10080284097456
10.0,140.0,190.0,604.83871,11.176726924575657
10.0,140.0,190.0,613.49693,11.255022941377288
10.0,140.0,200.0,596.42147,11.10357191363412
10.0,140.0,200.0,604.83871,11.178474137463573
10.0,140.0,200.0,613.49693,11.255716370722094
10.0,150.0,10.0,596.42147,11.075727381563173
10.0,150.0,10.0,604.83871,11.160904963929601
10.0,150.0,10.0,613.49693,11.248743566692454
10.0,150.0,20.0,596.42147,11.075967844532686
10.0,150.0,20.0,604.83871,11.161056689543278
10.0,150.0,20.0,613.49693,11.248803782719886
10.0,150.0,30.0,596.42147,11.076368060103036
10.0,150.0,30.0,604.83871,11.161309214908773
10.0,150.0,30.0,613.49693,11.248904003912859
10.0,150.0,40.0,596.42147,11.07692719545336
10.0,150.0,40.0,604.83871,11.161662014538386
10.0,150.0,40.0,613.49693,11.249044021718017
10.0,150.0,50.0,596.42147,11.077644088680563
10.0,150.0,50.0,604.83871,11.162114355301835
10.0,150.0,50.0,613.49693,11.249223545173379
10.0,150.0,60.0,596.42147,11.078517252822307
10.0,150.0,60.0,604.83871,11.162665298965148
10.0,150.0,60.0,613.49693,11.249442201915768
10.0,150.0,70.0,596.42147,11.079544880996432
10.0,150.0,70.0,604.83871,11.163313705433017
10.0,150.0,70.0,613.49693,11.249699539467853
10.0,150.0,80.0,596.42147,11.08072485263109
10.0,150.0,80.0,604.83871,11.16405823668015
10.0,150.0,80.0,613.49693,11.24999502679832
10.0,150.0,90.0,596.42147,11.082054740756092
10.0,150.0,90.0,604.83871,11.164897361351684
10.0,150.0,90.0,613.49693,11.250328056147593
10.0,150.0,100.0,596.42147,11.08353182031967
10.0,150.0,100.0,604.83871,11.16582936001129
10.0,150.0,100.0,613.49693,11.250697945110717
10.0,150.0,110.0,596.42147,11.085153077492329
10.0,150.0,110.0,604.83871,11.166852331011125
10.0,150.0,110.0,613.49693,11.251103938967189
10.0,150.0,120.0,596.42147,11.086915219911313
10.0,150.0,120.0,604.83871,11.167964196956035
10.0,150.0,120.0,613.49693,11.251545213246201
10.0,150.0,130.0,596.42147,11.088814687818314
10.0,150.0,130.0,604.83871,11.169162711731337
10.0,150.0,130.0,613.49693,11.252020876515793
10.0,150.0,140.0,596.42147,11.09084766603729
10.0,150.0,140.0,604.83871,11.170445468060239
10.0,150.0,140.0,613.49693,11.252529973382615
10.0,150.0,150.0,596.42147,11.093010096736252
10.0,150.0,150.0,604.83871,11.171809905556358
10.0,150.0,150.0,613.49693,11.253071487687228
10.0,150.0,160.0,596.42147,11.095297692912592
10.0,150.0,160.0,604.83871,11.173253319232579
10.0,150.0,160.0,613.49693,11.253644345881565
10.0,150.0,170.0,596.42147,11.097705952540165
10.0,150.0,170.0,604.83871,11.174772868427446
10.0,150.0,170.0,613.49693,11.2542474205713
10.0,150.0,180.0,596.42147,11.10023017331245
10.0,150.0,180.0,604.83871,11.176365586107686
10.0,150.0,180.0,613.49693,11.25487953420807
10.0,150.0,190.0,596.42147,11.102865467913984
10.0,150.0,190.0,604.83871,11.178028388504428
10.0,150.0,190.0,613.49693,11.255539462913386
10.0,150.0,200.0,596.42147,11.105606779751579
10.0,150.0,200.0,604.83871,11.179758085038566
10.0,150.0,200.0,613.49693,11.256225940418549
10.0,160.0,10.0,596.42147,11.078200127433144
10.0,160.0,10.0,604.83871,11.162465202199694
10.0,160.0,10.0,613.49693,11.249362789846508
10.0,160.0,20.0,596.42147,11.078438014323174
10.0,160.0,20.0,604.83871,11.162615302377345
10.0,160.0,20.0,613.49693,11.249422360780331
10.0,160.0,30.0,596.42147,11.078833942384765
10.0,160.0,30.0,604.83871,11.162865122439507
10.0,160.0,30.0,613.49693,11.249521508304827
10.0,160.0,40.0,596.42147,11.079387087718924
10.0,160.0,40.0,604.83871,11.163214142527867
10.0,160.0,40.0,613.49693,11.249660026100898
10.0,160.0,50.0,596.42147,11.08009630087003
10.0,160.0,50.0,604.83871,11.163661637366346
10.0,160.0,50.0,613.49693,11.249837626323549
10.0,160.0,60.0,596.42147,11.080960110805622
10.0,160.0,60.0,604.83871,11.164206678772041
10.0,160.0,60.0,613.49693,11.25005394059875
10.0,160.0,70.0,596.42147,11.081976730000708
10.0,160.0,70.0,604.83871,11.164848138863736
10.0,160.0,70.0,613.49693,11.250308521296649
10.0,160.0,80.0,596.42147,11.083144060601047
10.0,160.0,80.0,604.83871,11.165584693950235
10.0,160.0,80.0,613.49693,11.250600843074766
10.0,160.0,90.0,596.42147,11.084459701636542
10.0,160.0,90.0,604.83871,11.16641482908208
10.0,160.0,90.0,613.49693,11.25093030468454
10.0,160.0,100.0,596.42147,11.08592095724896
10.0,160.0,100.0,604.83871,11.167336843243305
10.0,160.0,100.0,613.49693,11.251296231031551
10.0,160.0,110.0,596.42147,11.087524845896043
10.0,160.0,110.0,604.83871,11.16834885515837
10.0,160.0,110.0,613.49693,11.25169787548054
10.0,160.0,120.0,596.42147,11.089268110485932
10.0,160.0,120.0,604.83871,11.169448809687324
10.0,160.0,120.0,613.49693,11.252134422393269
10.0,160.0,130.0,596.42147,11.09114722939608
10.0,160.0,130.0,604.83871,11.170634484777917
10.0,160.0,130.0,613.49693,11.252604989887773
10.0,160.0,140.0,596.42147,11.093158428322468
10.0,160.0,140.0,604.83871,11.171903498942774
10.0,160.0,140.0,613.49693,11.253108632805771
10.0,160.0,150.0,596.42147,11.095297692904635
10.0,160.0,150.0,604.83871,11.173253319224779
10.0,160.0,150.0,613.49693,11.253644345873933
10.0,160.0,160.0,596.42147,11.097560782066607
10.0,160.0,160.0,604.83871,11.174681269615292
10.0,160.0,160.0,613.49693,11.254211067045166
10.0,160.0,170.0,596.42147,11.099943242012374
10.0,160.0,170.0,604.83871,11.176184539884913
10.0,160.0,170.0,613.49693,11.25480768100275
10.0,160.0,180.0,596.42147,11.10244042081127
10.0,160.0,180.0,604.83871,11.177760194786252
10.0,160.0,180.0,613.49693,11.255433022813433
10.0,160.0,190.0,596.42147,11.105047483505697
10.0,160.0,190.0,604.83871,11.179405183586645
10.0,160.0,190.0,613.49693,11.256085881710268
10.0,160.0,200.0,596.42147,11.107759427673754
10.0,160.0,200.0,604.83871,11.181116349887878
10.0,160.0,200.0,613.49693,11.256765004989823
10.0,170.0,10.0,596.42147,11.080803302814797
10.0,170.0,10.0,604.83871,11.16410773811789
10.0,170.0,10.0,613.49693,11.250014675104625
10.0,170.0,20.0,596.42147,11.081038477745388
10.0,170.0,20.0,604.83871,11.16425612712292
10.0,170.0,20.0,613.49693,11.250073566918104
10.0,170.0,30.0,596.42147,11.081429892145653
10.0,170.0,30.0,604.83871,11.164503099185527
10.0,170.0,30.0,613.49693,11.250171584141484
10.0,170.0,40.0,596.42147,11.08197673150927
10.0,170.0,40.0,604.83871,11.164848140373833
10.0,170.0,40.0,613.49693,11.250308522807558
10.0,170.0,50.0,596.42147,11.08267785948459
10.0,170.0,50.0,604.83871,11.165290533679968
10.0,170.0,50.0,613.49693,11.250484098352963
10.0,170.0,60.0,596.42147,11.083531821809352
10.0,170.0,60.0,604.83871,11.165829361502743
10.0,170.0,60.0,613.49693,11.250697946603157
10.0,170.0,70.0,596.42147,11.084536851336598
10.0,170.0,70.0,604.83871,11.166463508818723
10.0,170.0,70.0,613.49693,11.250949625031373
10.0,170.0,80.0,596.42147,11.085690874128067
10.0,170.0,80.0,604.83871,11.167191667027216
10.0,170.0,80.0,613.49693,11.25123861428409
10.0,170.0,90.0,596.42147,11.086991516585192
10.0,170.0,90.0,604.83871,11.16801233844953
10.0,170.0,90.0,613.49693,11.251564319967052
10.0,170.0,100.0,596.42147,11.088436113583228
10.0,170.0,100.0,604.83871,11.168923841461549
10.0,170.0,100.0,613.49693,11.25192607468215
10.0,170.0,110.0,596.42147,11.090021717569895
10.0,170.0,110.0,604.83871,11.169924316234686
10.0,170.0,110.0,613.49693,11.252323140305917
10.0,170.0,120.0,596.42147,11.091745108585028
10.0,170.0,120.0,604.83871,11.171011731058037
10.0,170.0,120.0,613.49693,11.252754710498493
10.0,170.0,130.0,596.42147,11.09360280515322
10.0,170.0,130.0,604.83871,11.172183889211155
10.0,170.0,130.0,613.49693,11.253219913431554
10.0,170.0,140.0,596.42147,11.095591075998351
10.0,170.0,140.0,604.83871,11.17343843635615
10.0,170.0,140.0,613.49693,11.253717814721838
10.0,170.0,150.0,596.42147,11.097705952524374
10.0,170.0,150.0,604.83871,11.17477286841204
